component_id,month,actual_units,actual_issued,ra_3m,ra_6m,rstd_6m,stl_trend,stl_seasonal,stl_resid
C0001,2025-09-01,257,206,311.0,278.0,99.45451221538418,325.93707926891227,-68.93707926891224,0.0
C0001,2025-10-01,303,226,216.66666666666666,270.2,109.12240833119475,330.3537085372599,-27.35370853725993,5.684341886080802e-14
C0001,2025-11-01,90,68,196.5,255.75,120.35329935928915,334.7703378056077,38.22831585491156,-282.99865366051927
C0002,2024-02-01,95,92,243.0,278.3333333333333,160.15409246514227,404.13020214976603,-48.3802203218826,-260.7499818278834
C0002,2024-03-01,391,315,278.3333333333333,309.5,144.8620032996921,401.4010359878807,-10.401035987880626,-5.684341886080802e-14
C0002,2024-04-01,349,276,381.0,321.2,128.15303351852424,398.6718698259939,-49.6718698259937,-1.7053025658242404e-13
C0002,2024-05-01,403,308,373.3333333333333,325.5,115.10647245050993,395.94270366410905,7.05729633589097,0.0
C0002,2024-06-01,368,295,372.6666666666667,380.0,30.35786553761643,393.2135375022232,18.536444325660145,-43.749981827883346
C0002,2024-07-01,347,271,379.0,379.6666666666667,30.223611079198758,390.48437134033736,-43.48437134033737,0.0
C0002,2024-08-01,422,323,386.0,389.1666666666667,27.491210716639337,387.7552051784521,34.24479482154778,1.1368683772161603e-13
C0002,2024-09-01,389,300,405.6666666666667,379.6666666666667,31.334751740945165,385.0260390165663,3.973960983433666,5.684341886080802e-14
C0002,2024-10-01,406,310,380.3333333333333,380.1666666666667,31.134653790698653,382.29687285468054,23.70312714531937,5.684341886080802e-14
C0002,2024-11-01,346,261,374.3333333333333,389.5,27.369691266070195,379.567706692795,-33.56770669279502,0.0
C0002,2024-12-01,371,304,373.3333333333333,373.0,33.09984894225348,376.8385405309094,-5.8385405309094836,5.684341886080802e-14
C0002,2025-01-01,403,315,365.6666666666667,374.3333333333333,34.02156179052728,374.1093743690237,28.890625630976118,1.7053025658242404e-13
C0002,2025-02-01,323,245,374.3333333333333,361.1666666666667,34.59720605289778,371.38020820713797,-48.38020820713811,1.7053025658242404e-13
C0002,2025-03-01,397,305,349.0,371.8333333333333,38.618216772226354,368.65104204525244,28.34895795474754,0.0
C0002,2025-04-01,327,267,378.0,373.1666666666667,38.72165630066287,365.92187588336674,-38.92187588336673,0.0
C0002,2025-05-01,410,323,372.0,367.8333333333333,35.89103880729375,363.19270972148104,46.80729027851886,1.1368683772161603e-13
C0002,2025-06-01,379,298,386.6666666666667,374.0,29.202739597510327,360.46354355959545,18.53645644040463,-5.684341886080802e-14
C0002,2025-07-01,371,294,370.0,377.3333333333333,33.218468758608715,357.7343773977099,13.26562260229012,-5.684341886080802e-14
C0002,2025-08-01,360,273,382.6666666666667,387.5,22.259829289551895,355.005211235824,4.994788764175951,5.684341886080802e-14
C0002,2025-09-01,417,312,388.3333333333333,339.3333333333333,108.69529275302902,352.27604507393835,64.72395492606171,-5.684341886080802e-14
C0002,2025-10-01,388,307,308.6666666666667,331.4,119.56713595298679,349.546878912053,38.453121087947096,-1.1368683772161603e-13
C0002,2025-11-01,121,88,254.5,321.5,135.6773132595622,346.8177127501676,-225.8177127501675,-5.684341886080802e-14
C0003,2024-02-01,115,105,252.5,294.6666666666667,155.69307413412238,348.6256944444441,-233.6256944444442,1.1368683772161603e-13
C0003,2024-03-01,390,313,294.6666666666667,321.75,138.18194527506117,350.36736111111094,39.632638888888884,1.7053025658242404e-13
C0003,2024-04-01,379,294,390.6666666666667,326.6,120.1594773623787,352.10902777777756,26.890972222222324,1.1368683772161603e-13
C0003,2024-05-01,403,321,376.0,330.1666666666667,107.82841307682621,353.8506944444442,49.149305555555785,5.684341886080802e-14
C0003,2024-06-01,346,273,365.6666666666667,369.6666666666667,24.303634844744174,355.592361111111,-9.592361111111092,5.684341886080802e-14
C0003,2024-07-01,348,277,348.6666666666667,362.8333333333333,23.18117051977021,357.3340277777777,-9.334027777777713,0.0
C0003,2024-08-01,352,285,349.6666666666667,361.6666666666667,22.366641828103376,359.0756944444445,-7.075694444444572,1.1368683772161603e-13
C0003,2024-09-01,349,277,357.6666666666667,357.1666666666667,13.24260800094392,360.81736111111115,-11.817361111111184,5.684341886080802e-14
C0003,2024-10-01,372,286,365.6666666666667,354.8333333333333,16.44891080487289,362.55902777777777,9.440972222222246,0.0
C0003,2024-11-01,376,281,360.0,357.0,16.22343983253851,364.3006944444445,11.699305555555517,0.0
C0003,2024-12-01,332,255,356.3333333333333,357.3333333333333,16.120380475245113,366.0423611111113,-34.04236111111122,-5.684341886080802e-14
C0003,2025-01-01,361,283,349.0,363.8333333333333,19.579751445477115,367.7840277777778,-6.784027777777781,0.0
C0003,2025-02-01,354,280,367.6666666666667,367.1666666666667,22.701688630290544,369.52569444444435,-15.525694444444408,5.684341886080802e-14
C0003,2025-03-01,388,293,378.0,366.0,22.333830840229727,371.2673611111111,16.732638888888864,5.684341886080802e-14
C0003,2025-04-01,392,310,383.0,381.5,25.99038283673398,373.0090277777778,18.990972222222187,0.0
C0003,2025-05-01,369,302,395.3333333333333,389.1666666666667,25.514048417816067,374.75069444444443,-5.7506944444444885,5.684341886080802e-14
C0003,2025-06-01,425,322,400.3333333333333,407.0,32.465366161495766,376.4923611111111,48.50763888888878,1.1368683772161603e-13
C0003,2025-07-01,407,313,431.0,406.8333333333333,32.584761264533775,378.23402777777767,28.76597222222227,5.684341886080802e-14
C0003,2025-08-01,461,341,418.3333333333333,401.8333333333333,37.279574389558974,379.97569444444434,81.0243055555556,5.684341886080802e-14
C0003,2025-09-01,387,300,403.3333333333333,356.0,132.68609572973347,381.71736111111096,5.2826388888889175,1.1368683772161603e-13
C0003,2025-10-01,362,273,281.0,342.2,143.45277968725455,383.4590277777776,-21.459027777777703,1.1368683772161603e-13
C0003,2025-11-01,94,77,228.0,326.0,160.27684382550916,385.20069444444374,-291.200694444444,2.8421709430404007e-13
C0004,2024-02-01,78,76,143.5,172.33333333333334,82.36706461525343,245.83179012345644,-167.83179012345647,2.842170943040401e-14
C0004,2024-03-01,209,171,172.33333333333334,195.0,81.10487038396646,245.3688271604939,-36.36882716049392,2.842170943040401e-14
C0004,2024-04-01,230,178,234.0,211.0,78.82575721171348,244.9058641975308,-14.905864197530926,1.1368683772161603e-13
C0004,2024-05-01,263,201,256.0,219.5,73.51394425549482,244.44290123456787,18.557098765432073,5.684341886080802e-14
C0004,2024-06-01,275,204,266.6666666666667,246.5,24.679951377585812,243.97993827160494,31.020061728395007,5.684341886080802e-14
C0004,2024-07-01,262,198,259.0,252.66666666666666,16.800793632048055,243.51697530864186,18.483024691358104,2.842170943040401e-14
C0004,2024-08-01,240,185,249.33333333333334,259.3333333333333,13.647954669717612,243.05401234567893,-3.0540123456789954,5.684341886080802e-14
C0004,2024-09-01,246,191,252.0,255.16666666666666,15.93005545083464,242.5910493827161,3.4089506172838813,0.0
C0004,2024-10-01,270,209,251.33333333333334,247.66666666666666,15.305772331596527,242.12808641975312,15.427469135802584,12.444444444444287
C0004,2024-11-01,238,181,246.0,249.0,17.05285899783374,241.66512345678996,-3.665123456790053,8.526512829121202e-14
C0004,2024-12-01,230,178,246.0,239.66666666666666,31.86011090166927,241.20216049382722,-11.202160493827234,0.0
C0004,2025-01-01,270,212,228.0,240.5,32.123200338695995,240.7391975308642,29.260802469135754,5.684341886080802e-14
C0004,2025-02-01,184,151,235.0,237.0,29.284808348356968,240.27623456790118,-56.276234567901255,8.526512829121202e-14
C0004,2025-03-01,251,190,228.0,241.0,31.035463586033295,239.81327160493828,11.18672839506171,0.0
C0004,2025-04-01,249,186,254.0,245.33333333333334,31.007525968168853,239.35030864197523,9.649691358024722,5.684341886080802e-14
C0004,2025-05-01,262,207,255.66666666666666,239.16666666666666,28.715268876795584,238.8873456790123,23.112654320987627,8.526512829121202e-14
C0004,2025-06-01,256,203,250.33333333333334,250.16666666666666,9.703951085339718,238.42438271604937,17.575617283950617,2.842170943040401e-14
C0004,2025-07-01,233,187,246.33333333333334,246.83333333333334,12.416387021459403,237.96141975308637,-4.961419753086389,0.0
C0004,2025-08-01,250,196,238.0,247.33333333333334,12.580408048496105,237.49845679012336,12.501543209876623,2.842170943040401e-14
C0004,2025-09-01,231,175,244.33333333333334,216.16666666666666,69.92400636881916,237.03549382716045,-6.0354938271604714,2.842170943040401e-14
C0004,2025-10-01,252,201,186.0,208.2,75.07129944259653,236.5725308641974,15.427469135802577,2.842170943040401e-14
C0004,2025-11-01,75,57,163.5,202.0,85.19389649499541,236.10956790123444,-161.1095679012345,5.684341886080802e-14
C0005,2024-02-01,95,83,188.5,215.33333333333334,104.41423913113255,263.80401233719584,-168.80401233719581,-5.684341886080802e-14
C0005,2024-03-01,282,224,215.33333333333334,228.0,88.93818077743663,263.1280864120182,42.98302466316419,-24.111111075182407
C0005,2024-04-01,269,208,272.3333333333333,232.4,77.6485672759002,262.45216048684114,6.547839513158746,1.1368683772161603e-13
C0005,2024-05-01,266,194,261.6666666666667,237.66666666666666,70.63898829022585,261.77623456166356,4.223765438336483,-5.684341886080802e-14
C0005,2024-06-01,250,199,260.0,266.8333333333333,10.361788777361927,261.1003086364864,-11.100308636486458,5.684341886080802e-14
C0005,2024-07-01,264,200,261.3333333333333,261.3333333333333,9.416297927883559,260.4243827113086,3.5756172886913773,0.0
C0005,2024-08-01,270,204,261.0,265.1666666666667,15.727894540168545,259.74845678613144,10.251543213868668,-1.1368683772161603e-13
C0005,2024-09-01,249,198,270.3333333333333,259.3333333333333,20.9729985139623,259.0725308609539,-10.072530860953883,-5.684341886080802e-14
C0005,2024-10-01,292,222,257.3333333333333,264.5,22.006817125608986,258.3966049357766,33.60339506422334,5.684341886080802e-14
C0005,2024-11-01,231,186,268.0,262.3333333333333,22.69508023045224,257.7206790105992,-26.720679010599152,-5.684341886080802e-14
C0005,2024-12-01,281,221,254.33333333333334,253.5,28.647862049374638,257.0447530854217,23.95524691457824,5.684341886080802e-14
C0005,2025-01-01,251,189,249.66666666666666,261.6666666666667,33.65511352924937,256.36882716024445,-5.368827160244423,0.0
C0005,2025-02-01,217,164,255.33333333333334,252.5,31.136794953880536,255.69290123506693,-38.69290123506695,2.842170943040401e-14
C0005,2025-03-01,298,232,250.66666666666666,258.1666666666667,29.491806771825033,255.01697530988943,42.983024690110504,5.684341886080802e-14
C0005,2025-04-01,237,187,266.6666666666667,255.5,27.682124195949978,254.34104938471202,-17.341049384712043,2.842170943040401e-14
C0005,2025-05-01,265,212,255.66666666666666,251.66666666666666,29.931031834313146,253.66512345953467,11.334876540465324,0.0
C0005,2025-06-01,265,209,252.66666666666666,262.6666666666667,26.58320271650246,252.9891975343573,12.010802465642746,-2.842170943040401e-14
C0005,2025-07-01,228,186,258.6666666666667,259.0,21.826589289213242,252.31327160917982,-24.313271609179797,-2.842170943040401e-14
C0005,2025-08-01,283,220,262.3333333333333,263.3333333333333,18.98069194383239,251.63734568400227,31.36265431599775,-2.842170943040401e-14
C0005,2025-09-01,276,211,274.0,232.33333333333334,77.47429681298614,250.96141975882514,25.0385802411749,-2.842170943040401e-14
C0005,2025-10-01,263,208,206.0,225.8,84.75081120555727,250.28549383364754,12.714506166352521,-5.684341886080802e-14
C0005,2025-11-01,79,58,171.0,225.25,97.8515031395363,249.60956790847027,-170.60956790847015,-1.1368683772161603e-13
C0006,2024-02-01,80,73,151.0,182.66666666666666,89.71807695962578,238.88889970852784,8.361132750389936,-167.2500324589178
C0006,2024-03-01,222,194,182.66666666666666,200.25,81.25833290602674,239.03473214022512,-17.034732140225053,-5.684341886080802e-14
C0006,2024-04-01,246,181,240.33333333333334,206.8,71.87976071189998,239.18056457192154,6.81943542807845,0.0
C0006,2024-05-01,253,199,244.0,213.0,66.06057825965497,239.32639700361855,7.92363545529986,5.749967541081588
C0006,2024-06-01,233,175,243.33333333333334,243.5,14.487926007541596,239.472229435315,-6.4722294353150716,5.684341886080802e-14
C0006,2024-07-01,244,187,246.66666666666666,247.16666666666666,10.068101443006363,239.61806186701176,4.381938132988155,8.526512829121202e-14
C0006,2024-08-01,263,196,250.33333333333334,237.66666666666666,25.874053927953913,239.7638942987085,23.23610570129146,5.684341886080802e-14
C0006,2024-09-01,244,199,232.0,234.5,24.76085620490537,239.9097267304053,4.090273269594678,0.0
C0006,2024-10-01,189,152,222.33333333333334,237.83333333333334,25.841181603530963,240.05555916210187,-51.055559162102,1.1368683772161603e-13
C0006,2024-11-01,234,180,225.33333333333334,235.33333333333334,25.850854273440703,240.20139159379875,-6.201391593798838,8.526512829121202e-14
C0006,2024-12-01,253,203,238.66666666666666,233.0,23.366642891095868,240.34722402549554,12.652775974504376,8.526512829121202e-14
C0006,2025-01-01,229,183,243.66666666666666,230.66666666666666,22.739099952871218,240.49305645719224,-11.493056457192232,0.0
C0006,2025-02-01,249,184,236.0,236.33333333333334,11.961047891663489,240.63888888888894,8.361111111111075,-2.842170943040401e-14
C0006,2025-03-01,230,187,234.0,238.83333333333334,12.906070922890025,240.78472132058556,-10.784721320585646,8.526512829121202e-14
C0006,2025-04-01,223,176,234.0,241.66666666666666,17.637082147188263,240.93055375228232,-17.93055375228231,0.0
C0006,2025-05-01,249,203,247.33333333333334,250.33333333333334,22.321887614327473,241.07638618397903,7.923613816020998,-2.842170943040401e-14
C0006,2025-06-01,270,208,266.6666666666667,252.83333333333334,22.97317276012754,241.22221861567564,28.777781384324342,2.842170943040401e-14
C0006,2025-07-01,281,217,271.6666666666667,257.0,20.08979840615627,241.36805104737246,39.63194895262752,2.842170943040401e-14
C0006,2025-08-01,264,210,266.6666666666667,266.1666666666667,12.639883965712087,241.51388347906902,22.48611652093103,-5.684341886080802e-14
C0006,2025-09-01,255,193,265.6666666666667,239.33333333333334,74.73597973310223,241.65971591076604,13.340284089234004,-2.842170943040401e-14
C0006,2025-10-01,278,219,207.0,233.2,81.85169515654516,241.80554834246243,36.19445165753768,-1.1368683772161603e-13
C0006,2025-11-01,88,67,183.0,221.25,89.33597632906167,241.95138077415945,-153.95138077415936,-8.526512829121202e-14
C0007,2024-02-01,97,92,230.5,267.0,147.7125587077822,323.29583333333335,-226.29583333333335,0.0
C0007,2024-03-01,364,276,267.0,277.0,122.25383429569807,324.0791666666667,39.92083333333327,0.0
C0007,2024-04-01,340,250,337.0,287.4,108.39880073137341,324.86249999999984,15.137500000000218,-5.684341886080802e-14
C0007,2024-05-01,307,242,325.3333333333333,286.3333333333333,96.99003385228127,325.6458333333332,-18.645833333333258,5.684341886080802e-14
C0007,2024-06-01,329,265,305.6666666666667,323.1666666666667,28.46342682578239,326.4291666666668,2.5708333333331588,5.684341886080802e-14
C0007,2024-07-01,281,226,309.3333333333333,318.6666666666667,22.150996967781566,327.2124999999998,-46.21249999999991,1.1368683772161603e-13
C0007,2024-08-01,318,241,312.0,325.8333333333333,34.14332536040783,327.99583333333334,-9.995833333333382,5.684341886080802e-14
C0007,2024-09-01,337,266,346.0,322.3333333333333,37.382705448732146,328.7791666666666,8.220833333333372,5.684341886080802e-14
C0007,2024-10-01,383,301,335.3333333333333,328.1666666666667,41.16997287668123,329.5625,53.43750000000003,0.0
C0007,2024-11-01,286,218,344.3333333333333,340.1666666666667,34.649194314827405,330.3458333333333,-44.34583333333343,1.1368683772161603e-13
C0007,2024-12-01,364,282,334.3333333333333,332.1666666666667,44.83488225329322,331.1291666666667,32.8708333333333,0.0
C0007,2025-01-01,353,275,329.0,340.0,49.69104547099005,331.9125,21.087499999999885,1.1368683772161603e-13
C0007,2025-02-01,270,208,335.6666666666667,335.1666666666667,45.94090406888689,332.69583333333327,-62.69583333333326,0.0
C0007,2025-03-01,384,283,336.0,350.5,41.375113292896216,333.47916666666663,50.52083333333334,0.0
C0007,2025-04-01,354,281,372.0,345.6666666666667,41.176044815725874,334.2625,19.737499999999976,5.684341886080802e-14
C0007,2025-05-01,378,313,355.6666666666667,343.3333333333333,41.07391710887417,335.0458333333334,42.95416666666662,-5.684341886080802e-14
C0007,2025-06-01,335,258,350.6666666666667,356.3333333333333,20.32404159281965,335.8291666666666,-0.8291666666666778,5.684341886080802e-14
C0007,2025-07-01,339,252,340.6666666666667,344.0,22.51221890440832,336.61249999999995,2.387500000000021,0.0
C0007,2025-08-01,348,270,332.3333333333333,340.6666666666667,22.214109630292793,337.3958333333333,10.604166666666663,0.0
C0007,2025-09-01,310,243,330.6666666666667,291.6666666666667,102.51373891662853,338.17916666666656,-28.179166666666646,1.1368683772161603e-13
C0007,2025-10-01,334,243,242.66666666666666,283.0,112.12938954618461,338.96250000000003,-4.962500000000117,5.684341886080802e-14
C0007,2025-11-01,84,67,209.0,269.0,124.32752443981727,339.74583333333317,-255.74583333333325,1.1368683772161603e-13
C0008,2024-02-01,73,69,178.5,218.66666666666666,126.37378420120739,267.44521603740867,-194.4452160374089,2.2737367544323206e-13
C0008,2024-03-01,284,232,218.66666666666666,241.5,112.83764147363829,268.0933641864331,15.906635813566833,5.684341886080802e-14
C0008,2024-04-01,299,225,297.6666666666667,251.0,100.00249996875078,268.7415123354573,30.25848766454257,1.1368683772161603e-13
C0008,2024-05-01,310,238,299.3333333333333,255.5,90.12158453999797,269.3896604844815,40.61033951551825,2.2737367544323206e-13
C0008,2024-06-01,289,221,292.3333333333333,286.1666666666667,18.236410465512854,270.0378086335059,18.962191366493933,1.7053025658242404e-13
C0008,2024-07-01,278,228,274.6666666666667,275.5,32.72155253040418,270.68595678252996,7.314043217469909,1.1368683772161603e-13
C0008,2024-08-01,257,193,251.66666666666666,272.8333333333333,31.031704217890884,271.33410493155463,-14.33410493155463,0.0
C0008,2024-09-01,220,163,253.33333333333334,264.5,25.224987611493507,271.9822530805788,-51.982253080578886,5.684341886080802e-14
C0008,2024-10-01,283,223,254.33333333333334,260.1666666666667,22.229859798628233,272.6304012296032,38.59182095056479,-28.22222218016799
C0008,2024-11-01,260,212,268.6666666666667,263.8333333333333,27.05118604916737,273.2785493786274,-13.278549378627376,-5.684341886080802e-14
C0008,2024-12-01,263,216,274.3333333333333,264.1666666666667,26.96231938588866,273.92669752765164,-10.926697527651719,5.684341886080802e-14
C0008,2025-01-01,300,222,274.0,272.3333333333333,16.16993094192635,274.57484567667603,25.425154323323966,0.0
C0008,2025-02-01,259,207,276.0,275.5,20.0673864765694,275.22299382570037,-16.22299382570028,-1.1368683772161603e-13
C0008,2025-03-01,269,215,276.6666666666667,276.3333333333333,19.3872810539969,275.8711419747246,-6.871141974724601,0.0
C0008,2025-04-01,302,235,278.6666666666667,281.5,19.253571097331527,276.5192901237489,25.480709876251147,0.0
C0008,2025-05-01,265,194,287.0,281.3333333333333,19.06480177360013,277.16743827277315,-12.167438272773119,-5.684341886080802e-14
C0008,2025-06-01,294,231,286.0,287.1666666666667,15.967675681409176,277.8155864217973,16.184413578202577,1.1368683772161603e-13
C0008,2025-07-01,299,222,295.6666666666667,288.3333333333333,14.569374271624216,278.4637345708216,20.536265429178254,1.7053025658242404e-13
C0008,2025-08-01,294,229,289.6666666666667,291.1666666666667,18.798049544212443,279.1118827198458,14.888117280154116,5.684341886080802e-14
C0008,2025-09-01,276,216,296.3333333333333,260.6666666666667,88.6017306076279,279.7600308688703,-3.760030868870373,1.1368683772161603e-13
C0008,2025-10-01,319,245,225.66666666666666,254.0,97.36272387315384,280.4081790178942,38.59182098210565,1.1368683772161603e-13
C0008,2025-11-01,82,67,200.5,242.75,108.6074736532129,281.0563271669185,-199.05632716691855,5.684341886080802e-14
C0009,2024-02-01,93,84,199.5,231.66666666666666,120.19290051135854,315.5298611111112,-222.52986111111127,5.684341886080802e-14
C0009,2024-03-01,306,248,231.66666666666666,263.75,117.25293173307011,316.8381944444447,-10.838194444444719,0.0
C0009,2024-04-01,296,236,320.6666666666667,270.4,102.62699449949802,318.146527777778,-22.146527777777933,-5.684341886080802e-14
C0009,2024-05-01,360,270,317.6666666666667,285.5,98.9641349176559,319.4548611111111,40.54513888888895,-5.684341886080802e-14
C0009,2024-06-01,297,236,339.3333333333333,329.3333333333333,32.72715488194272,320.76319444444454,-23.76319444444451,-5.684341886080802e-14
C0009,2024-07-01,361,280,338.0,325.0,37.76771107705628,322.07152777777765,38.92847222222244,-1.1368683772161603e-13
C0009,2024-08-01,356,279,332.3333333333333,323.6666666666667,39.11351002744023,323.379861111111,32.620138888889045,-5.684341886080802e-14
C0009,2024-09-01,280,212,308.0,325.0,40.70380817564863,324.68819444444455,-44.6881944444446,5.684341886080802e-14
C0009,2024-10-01,288,226,312.0,335.5,40.15843622453444,325.9965277777778,-37.996527777777864,5.684341886080802e-14
C0009,2024-11-01,368,292,338.6666666666667,333.0,38.693668732752656,327.3048611111111,40.69513888888892,0.0
C0009,2024-12-01,360,286,358.0,327.1666666666667,37.139825883634224,328.6131944444444,31.38680555555562,0.0
C0009,2025-01-01,346,271,342.3333333333333,331.5,31.64648479689333,329.92152777777784,16.07847222222222,-5.684341886080802e-14
C0009,2025-02-01,321,251,324.3333333333333,334.3333333333333,27.456632471347746,331.22986111111106,-10.229861111111035,0.0
C0009,2025-03-01,306,241,310.6666666666667,332.1666666666667,24.63669350109035,332.53819444444446,-26.538194444444454,0.0
C0009,2025-04-01,305,227,322.0,333.0,25.822470834527056,333.84652777777785,-28.8465277777778,-5.684341886080802e-14
C0009,2025-05-01,355,273,341.6666666666667,340.3333333333333,34.9036769791761,335.1548611111112,19.845138888888794,0.0
C0009,2025-06-01,365,289,370.0,343.0,33.72239611889999,336.4631944444444,28.536805555555578,0.0
C0009,2025-07-01,390,304,364.0,349.1666666666667,28.59661984687469,337.77152777777775,52.228472222222216,5.684341886080802e-14
C0009,2025-08-01,337,269,356.6666666666667,352.5,23.045606956641457,339.0798611111111,-2.0798611111111565,5.684341886080802e-14
C0009,2025-09-01,343,249,335.0,312.5,99.4540094717151,340.38819444444437,2.6118055555556063,0.0
C0009,2025-10-01,325,253,261.0,302.0,107.41042779916667,341.696527777778,-16.69652777777807,5.684341886080802e-14
C0009,2025-11-01,115,94,220.0,280.0,110.25425161870172,343.00486111111104,-228.00486111111113,1.1368683772161603e-13
C0010,2024-02-01,53,51,109.0,121.0,59.732738092272314,167.247685183525,-36.46990741299108,-77.77777777053392
C0010,2024-03-01,165,124,121.0,135.25,56.48819935762395,166.26620370219447,-1.2662037021944899,2.842170943040401e-14
C0010,2024-04-01,145,108,162.66666666666666,138.4,49.42469018618124,165.284722220864,-20.28472222086404,2.842170943040401e-14
C0010,2024-05-01,178,121,158.0,141.16666666666666,44.72322290115804,164.3032407395333,13.696759260466749,-5.684341886080802e-14
C0010,2024-06-01,151,112,161.33333333333334,155.0,14.87279395406255,163.32175925820297,-12.321759258203036,5.684341886080802e-14
C0010,2024-07-01,155,116,147.33333333333334,152.16666666666666,14.190372323045867,162.34027777687226,-7.340277776872262,0.0
C0010,2024-08-01,136,102,146.33333333333334,156.66666666666666,15.667375870472576,161.35879629554177,-25.35879629554186,8.526512829121202e-14
C0010,2024-09-01,148,114,152.0,152.33333333333334,11.673331429659065,160.37731481421116,-12.377314814211173,0.0
C0010,2024-10-01,172,121,157.33333333333334,156.66666666666666,15.331883989473262,159.39583333288056,12.604166667119497,-5.684341886080802e-14
C0010,2024-11-01,152,115,167.0,160.83333333333334,17.960141053640612,158.41435185155004,-6.414351851550041,0.0
C0010,2024-12-01,177,137,169.66666666666666,158.0,23.229291853175383,157.43287037021952,19.56712962978043,5.684341886080802e-14
C0010,2025-01-01,180,134,158.66666666666666,161.83333333333334,23.146634024554565,156.45138888888889,23.548611111111093,2.842170943040401e-14
C0010,2025-02-01,119,99,156.66666666666666,164.0,24.83545852204063,155.46990740755828,-36.4699074075583,2.842170943040401e-14
C0010,2025-03-01,171,133,158.33333333333334,164.33333333333334,24.65495217327884,154.4884259262278,16.51157407377225,-2.842170943040401e-14
C0010,2025-04-01,185,141,170.0,163.0,24.041630560342625,153.50694444489716,31.493055555102824,2.842170943040401e-14
C0010,2025-05-01,154,127,169.33333333333334,156.5,23.797058641773365,152.52546296356658,1.4745370364334305,0.0
C0010,2025-06-01,169,124,154.66666666666666,162.66666666666666,15.474710551951109,151.54398148223603,17.456018517763948,2.842170943040401e-14
C0010,2025-07-01,141,111,155.33333333333334,155.0,20.947553556441868,150.56250000090546,-9.562500000905473,0.0
C0010,2025-08-01,156,113,140.66666666666666,148.33333333333334,15.015547498065699,149.58101851957485,6.418981480425164,-2.842170943040401e-14
C0010,2025-09-01,125,94,142.0,131.0,42.336745269328404,148.59953703824428,-23.599537038244286,0.0
C0010,2025-10-01,145,107,106.66666666666667,123.4,42.512351146460965,147.6180555569137,-2.618055556913681,-2.842170943040401e-14
C0010,2025-11-01,50,35,97.5,119.0,47.75632593349983,146.63657407558316,-96.63657407558313,-2.842170943040401e-14
C0011,2024-02-01,106,96,243.0,290.6666666666667,159.95416010011536,393.0694444444448,-287.06944444444446,-3.410605131648481e-13
C0011,2024-03-01,380,310,290.6666666666667,319.5,142.76670947154778,392.5694444444437,54.43055555555427,-66.99999999999801
C0011,2024-04-01,386,291,390.6666666666667,338.8,130.95495408727385,392.0694444444442,-6.069444444444095,-5.684341886080802e-14
C0011,2024-05-01,406,322,402.6666666666667,344.6666666666667,118.00790933944498,391.56944444444474,14.430555555555443,-1.7053025658242404e-13
C0011,2024-06-01,416,321,398.6666666666667,391.5,16.121414330014492,391.069444444444,24.93055555555604,-5.684341886080802e-14
